Shop_ID,Shop_Name,Region,Province,District_Anchor,Shop_Lat,Shop_Lon,Visit_Status,Checkin_Time,User_Lat,User_Lon,Distance_m,Remark
S00183,มั่นคง เทรดดิ้ง,Isan,Ubon Ratchathani,Mueang,15.270025,104.792915,Missed,,,,,-
S00184,แสงทอง เทรดดิ้ง,Bangkok-Metro,Pathum Thani,Lam Luk Ka,13.958196,100.687057,Missed,,,,,-
S00185,โชคดี มาร์เก็ต,Isan,Nakhon Ratchasima,Mueang (Korat),14.999907,102.063667,Checked-in,2025-12-03 16:51:23,14.999962,102.063558,13.0,Normal
S00186,รุ่งโรจน์ สโตร์,Isan,Buriram,Mueang,15.01738,103.042205,Missed,,,,,-
S00187,สมชาย มาร์เก็ต,North,Chiang Rai,Mae Sai,20.475804,99.885786,Missed,,,,,-
S00188,สยาม ค้าวัสดุ,Bangkok-Metro,Pathum Thani,Lam Luk Ka,13.929797,100.670808,Checked-in,2025-12-02 16:27:57,13.92987,100.67053,31.0,Normal
S00189,บิ๊ก คาเฟ่,Bangkok-Metro,Nonthaburi,Mueang,13.888001,100.490235,Checked-in,2025-12-08 09:44:07,13.888207,100.490328,25.0,Normal
S00190,โชคดี เบเกอรี่,Bangkok-Metro,Bangkok,Bang Khae,13.730422,100.435703,Checked-in,2025-12-04 17:30:41,13.730646,100.435518,31.0,Normal
S00191,สมชาย การเกษตร,Bangkok-Metro,Bangkok,Pathum Wan,13.724336,100.520734,Checked-in,2025-12-02 10:49:04,13.724559,100.520989,37.0,Normal
S00192,ไทย อิเล็คทริค,Central & West,Ayutthaya,Mueang,14.299656,100.556708,Missed,,,,,-
S00193,ไทย เบเกอรี่,Central & West,Prachuap Khiri Khan,Hua Hin,12.62208,99.933049,Checked-in,2025-12-08 13:47:20,12.618652,99.929219,563.0,Suspicious (>500m)
S00194,แสงทอง สโตร์,East,Chachoengsao,Mueang,13.649759,101.087844,Checked-in,2025-12-07 08:51:48,13.650029,101.087723,32.0,Normal
S00195,สยาม โอสถ,Isan,Udon Thani,Mueang,17.398384,102.825568,Missed,,,,,-
S00196,ทวีทรัพย์ โอสถ,Bangkok-Metro,Pathum Thani,Lam Luk Ka,13.928837,100.696418,Missed,,,,,-
S00197,โชคดี คาเฟ่,Bangkok-Metro,Samut Prakan,Bang Phli,13.592026,100.706932,Checked-in,2025-12-04 14:12:26,13.592279,100.707014,29.0,Normal
S00198,ไทย อิเล็คทริค,Bangkok-Metro,Bangkok,Bang Na,13.65676,100.603647,Checked-in,2025-12-01 14:18:15,13.656729,100.603677,4.0,Normal
S00199,เจริญ พานิช,Central & West,Ayutthaya,Mueang,14.422396,100.580747,Checked-in,2025-12-05 17:50:11,14.422682,100.580526,39.0,Normal
S00200,ท็อป สโตร์,Bangkok-Metro,Samut Prakan,Mueang,13.57561,100.568512,Checked-in,2025-12-04 08:31:41,13.57538,100.568793,39.0,Normal
S00201,แสงทอง มาร์เก็ต,Isan,Buriram,Mueang,15.010495,103.113375,Missed,,,,,-
S00202,บิ๊ก โอสถ,Central & West,Ayutthaya,Mueang,14.398629,100.612836,Checked-in,2025-12-01 09:03:40,14.398412,100.612566,37.0,Normal
S00203,ไทย ค้าวัสดุ,Central & West,Prachuap Khiri Khan,Hua Hin,12.597809,99.921125,Checked-in,2025-12-08 09:19:29,12.598054,99.920854,40.0,Normal
S00204,เพิ่มพูน โอสถ,Bangkok-Metro,Nonthaburi,Bang Yai,13.832291,100.396816,Checked-in,2025-12-05 17:22:20,13.832285,100.396962,15.0,Normal
S00205,สมชาย เทรดดิ้ง,North,Lampang,Mueang,18.314604,99.516798,Checked-in,2025-12-06 15:41:08,18.314773,99.516694,21.0,Normal
S00206,แสงทอง พานิช,Isan,Nakhon Ratchasima,Pak Chong,14.731596,101.404494,Checked-in,2025-12-07 16:47:16,14.731671,101.40432,20.0,Normal
S00207,ท็อป สโตร์,North,Nakhon Sawan,Mueang,15.675738,100.102046,Checked-in,2025-12-09 14:05:32,15.675676,100.102282,26.0,Normal
S00208,รุ่งโรจน์ อิเล็คทริค,Central & West,Prachuap Khiri Khan,Hua Hin,12.516752,99.977799,Checked-in,2025-12-09 09:56:59,12.516916,99.978005,28.0,Normal
S00209,บิ๊ก มาร์เก็ต,East,Chachoengsao,Mueang,13.683094,101.149431,Checked-in,2025-12-07 16:36:01,13.682944,101.149317,20.0,Normal
S00210,มั่นคง ค้าวัสดุ,East,Rayong,Pluak Daeng,12.957093,101.1734,Checked-in,2025-12-02 15:25:58,12.956854,101.173406,26.0,Normal
S00211,บิ๊ก ค้าวัสดุ,Bangkok-Metro,Samut Prakan,Mueang,13.588243,100.612097,Checked-in,2025-12-08 09:08:59,13.588033,100.611931,29.0,Normal
S00212,สมชาย มาร์เก็ต,Isan,Udon Thani,Mueang,17.354969,102.827596,Checked-in,2025-12-01 09:31:50,17.355242,102.827628,30.0,Normal
S00213,โชคดี เทรดดิ้ง,Bangkok-Metro,Nonthaburi,Mueang,13.886028,100.513868,Missed,,,,,-
S00214,ทวีทรัพย์ คาเฟ่,Bangkok-Metro,Samut Prakan,Mueang,13.594131,100.584963,Missed,,,,,-
S00215,สยาม พานิช,East,Chon Buri,Si Racha,13.210849,100.981977,Missed,,,,,-
S00216,ท็อป มาร์เก็ต,Bangkok-Metro,Bangkok,Min Buri,13.813409,100.733828,Missed,,,,,-
S00217,ไทย โอสถ,Isan,Khon Kaen,Chum Phae,16.464946,102.154505,Missed,,,,,-
S00218,สยาม มาร์เก็ต,Central & West,Prachuap Khiri Khan,Hua Hin,12.517217,100.036729,Checked-in,2025-12-06 17:02:56,12.516935,100.036718,31.0,Normal
S00219,เพิ่มพูน สโตร์,Bangkok-Metro,Samut Prakan,Mueang,13.581,100.612369,Missed,,,,,-
S00220,ท็อป เบเกอรี่,North,Lampang,Mueang,18.365239,99.539704,Missed,,,,,-
S00221,เจริญ คาเฟ่,Bangkok-Metro,Bangkok,Chatuchak,13.785423,100.572002,Checked-in,2025-12-08 17:20:28,13.785224,100.571916,24.0,Normal
S00222,บิ๊ก เทรดดิ้ง,Central & West,Kanchanaburi,Mueang,14.060539,99.520835,Missed,,,,,-
S00223,ท็อป อิเล็คทริค,Bangkok-Metro,Pathum Thani,Lam Luk Ka,13.925688,100.697197,Checked-in,2025-12-05 17:39:47,13.925959,100.6974,37.0,Normal
S00224,โชคดี เทรดดิ้ง,North,Chiang Rai,Mueang,19.849085,99.763578,Checked-in,2025-12-03 09:58:20,19.849221,99.763793,27.0,Normal
S00225,สมชาย ค้าวัสดุ,Bangkok-Metro,Samut Prakan,Bang Phli,13.616777,100.690742,Checked-in,2025-12-06 14:34:51,13.616779,100.690538,22.0,Normal
S00226,สยาม เบเกอรี่,Isan,Khon Kaen,Mueang,16.383852,102.831277,Checked-in,2025-12-07 17:45:11,16.384109,102.831221,29.0,Normal
S00227,แสงทอง สโตร์,South,Surat Thani,Koh Samui,9.497989,100.018373,Missed,,,,,-
S00228,รุ่งโรจน์ คาเฟ่,Isan,Buriram,Mueang,15.02403,103.155963,Checked-in,2025-12-09 08:19:07,15.024115,103.156127,19.0,Normal
S00229,สยาม ค้าวัสดุ,Isan,Ubon Ratchathani,Warin Chamrap,15.152913,104.913597,Checked-in,2025-12-08 14:21:14,15.152628,104.913371,39.0,Normal
S00230,สมชาย พานิช,South,Phuket,Mueang,7.81217,98.466686,Checked-in,2025-12-01 09:55:27,7.812385,98.466397,39.0,Normal
S00231,โชคดี สโตร์,Central & West,Prachuap Khiri Khan,Hua Hin,12.613936,99.895551,Checked-in,2025-12-04 12:25:46,12.613802,99.895385,23.0,Normal
S00232,บิ๊ก เทรดดิ้ง,North,Chiang Rai,Mueang,19.872261,99.832511,Missed,,,,,-
S00233,ทวีทรัพย์ สโตร์,East,Chachoengsao,Mueang,13.751485,101.004519,Checked-in,2025-12-05 08:29:50,13.751365,101.004479,13.0,Normal
S00234,เจริญ การเกษตร,East,Rayong,Pluak Daeng,12.931961,101.224063,Checked-in,2025-12-09 10:47:23,12.932256,101.22413,33.0,Normal
S00235,สยาม ค้าวัสดุ,Isan,Nakhon Ratchasima,Mueang (Korat),15.052479,102.128426,Checked-in,2025-12-02 08:31:23,15.052182,102.128654,41.0,Normal
S00236,บิ๊ก ค้าวัสดุ,Isan,Ubon Ratchathani,Warin Chamrap,15.163049,104.875543,Checked-in,2025-12-06 11:13:32,15.163046,104.875778,25.0,Normal
S00237,บิ๊ก คาเฟ่,South,Songkhla,Hat Yai,6.935052,100.506521,Checked-in,2025-12-08 12:48:39,6.9351,100.506407,13.0,Normal
S00238,ไทย พานิช,Bangkok-Metro,Samut Prakan,Mueang,13.59964,100.605382,Missed,,,,,-
S00239,รุ่งโรจน์ การเกษตร,South,Phuket,Mueang,7.878067,98.461119,Checked-in,2025-12-04 14:26:19,7.877976,98.461214,14.0,Normal
S00240,สมชาย ค้าวัสดุ,East,Chachoengsao,Mueang,13.724777,101.035358,Checked-in,2025-12-09 10:41:36,13.690597,101.081847,6298.0,Suspicious (>500m)
S00241,บิ๊ก คาเฟ่,Bangkok-Metro,Pathum Thani,Lam Luk Ka,13.927184,100.71197,Checked-in,2025-12-05 08:40:36,13.927116,100.712005,8.0,Normal
S00242,สมชาย เบเกอรี่,Bangkok-Metro,Nonthaburi,Bang Yai,13.836139,100.398887,Checked-in,2025-12-03 15:28:48,13.814393,100.403882,2477.0,Suspicious (>500m)
S00243,สยาม เทรดดิ้ง,Isan,Khon Kaen,Chum Phae,16.494345,102.140673,Checked-in,2025-12-06 13:28:13,16.486948,102.153549,1600.0,Suspicious (>500m)
S00244,สมชาย พานิช,Isan,Ubon Ratchathani,Warin Chamrap,15.18727,104.836613,Checked-in,2025-12-02 10:55:19,15.187438,104.836787,26.0,Normal
S00245,เจริญ อิเล็คทริค,North,Chiang Mai,Mueang,18.808453,99.044918,Checked-in,2025-12-07 10:19:51,18.808453,99.045144,23.0,Normal
S00246,เพิ่มพูน มาร์เก็ต,Bangkok-Metro,Nonthaburi,Mueang,13.85235,100.526018,Checked-in,2025-12-02 12:36:24,13.862457,100.520255,1284.0,Suspicious (>500m)
S00247,ท็อป โอสถ,Central & West,Ratchaburi,Mueang,13.500062,99.791115,Checked-in,2025-12-05 16:41:05,13.500001,99.791328,23.0,Normal
S00248,ไทย สโตร์,Central & West,Ayutthaya,Mueang,14.390485,100.538256,Checked-in,2025-12-03 11:38:15,14.390431,100.538445,21.0,Normal
S00249,เพิ่มพูน เทรดดิ้ง,Central & West,Kanchanaburi,Mueang,14.0891,99.611046,Checked-in,2025-12-09 10:35:12,14.089024,99.611024,8.0,Normal
S00250,รุ่งโรจน์ การเกษตร,Isan,Ubon Ratchathani,Warin Chamrap,15.265219,104.854352,Checked-in,2025-12-06 17:20:25,15.236042,104.880191,4267.0,Suspicious (>500m)
S00251,สมชาย โอสถ,South,Surat Thani,Mueang,9.1098,99.257406,Missed,,,,,-
S00252,สมชาย อิเล็คทริค,North,Phitsanulok,Mueang,16.855672,100.263115,Checked-in,2025-12-08 14:07:37,16.855776,100.262898,25.0,Normal
S00253,สยาม เทรดดิ้ง,Isan,Ubon Ratchathani,Mueang,15.188127,104.830523,Missed,,,,,-
S00254,สยาม คาเฟ่,Isan,Khon Kaen,Mueang,16.463071,102.814842,Missed,,,,,-
S00255,ไทย มาร์เก็ต,Bangkok-Metro,Pathum Thani,Lam Luk Ka,13.9292,100.692142,Checked-in,2025-12-02 15:04:11,13.929121,100.692382,27.0,Normal
S00256,เจริญ เบเกอรี่,North,Lampang,Mueang,18.282631,99.563274,Checked-in,2025-12-09 15:45:03,18.282573,99.563264,6.0,Normal
S00257,บิ๊ก พานิช,East,Rayong,Mueang,12.706383,101.360238,Checked-in,2025-12-05 16:07:45,12.706441,101.360057,20.0,Normal
S00258,โชคดี โอสถ,Isan,Buriram,Mueang,14.972379,103.127808,Checked-in,2025-12-02 16:05:34,14.973802,103.173057,4863.0,Suspicious (>500m)
S00259,รุ่งโรจน์ การเกษตร,South,Phuket,Mueang,7.91767,98.341859,Missed,,,,,-
S00260,แสงทอง พานิช,Bangkok-Metro,Bangkok,Bang Khae,13.68985,100.420428,Checked-in,2025-12-07 17:42:45,13.690053,100.420691,36.0,Normal
S00261,ท็อป พานิช,Bangkok-Metro,Bangkok,Pathum Wan,13.740347,100.539071,Missed,,,,,-
S00262,ทวีทรัพย์ โอสถ,Isan,Ubon Ratchathani,Mueang,15.182826,104.864184,Checked-in,2025-12-03 08:52:35,15.18311,104.864421,40.0,Normal
S00263,มั่นคง พานิช,Bangkok-Metro,Bangkok,Min Buri,13.816388,100.745685,Checked-in,2025-12-02 12:22:21,13.816577,100.745604,22.0,Normal
S00264,สยาม เทรดดิ้ง,North,Lampang,Mueang,18.341029,99.49506,Checked-in,2025-12-07 13:11:15,18.341231,99.494892,28.0,Normal
S00265,เจริญ อิเล็คทริค,Bangkok-Metro,Samut Prakan,Bang Phli,13.594355,100.706099,Missed,,,,,-
S00266,โชคดี ค้าวัสดุ,Isan,Khon Kaen,Chum Phae,16.62193,102.027031,Missed,,,,,-
S00267,เพิ่มพูน สโตร์,North,Chiang Mai,Fang,19.872701,99.138407,Checked-in,2025-12-08 09:20:30,19.872511,99.138575,27.0,Normal
S00268,รุ่งโรจน์ สโตร์,Isan,Khon Kaen,Chum Phae,16.559928,102.102458,Missed,,,,,-
S00269,สมชาย พานิช,Bangkok-Metro,Nonthaburi,Bang Yai,13.835069,100.365114,Missed,,,,,-
S00270,มั่นคง สโตร์,Isan,Nakhon Ratchasima,Pak Chong,14.755877,101.357965,Checked-in,2025-12-06 16:17:01,14.756143,101.357864,31.0,Normal
S00271,รุ่งโรจน์ พานิช,North,Chiang Mai,Mueang,18.720275,99.002215,Missed,,,,,-
S00272,เพิ่มพูน พานิช,Isan,Ubon Ratchathani,Mueang,15.205334,104.848175,Checked-in,2025-12-03 17:17:31,15.205319,104.848307,14.0,Normal
S00273,มั่นคง พานิช,Bangkok-Metro,Bangkok,Pathum Wan,13.748055,100.53774,Checked-in,2025-12-04 13:32:25,13.747827,100.537526,34.0,Normal
S00274,ไทย ค้าวัสดุ,Isan,Buriram,Mueang,15.04736,103.127706,Checked-in,2025-12-06 16:58:39,15.04735,103.127725,2.0,Normal
S00275,แสงทอง มาร์เก็ต,North,Chiang Mai,Fang,19.995228,99.183432,Checked-in,2025-12-04 12:17:56,19.995242,99.183588,16.0,Normal
S00276,สมชาย มาร์เก็ต,Bangkok-Metro,Nonthaburi,Mueang,13.891991,100.489975,Missed,,,,,-
S00277,โชคดี ค้าวัสดุ,North,Phitsanulok,Mueang,16.763986,100.335137,Checked-in,2025-12-04 11:38:57,16.764055,100.335334,22.0,Normal
S00278,แสงทอง อิเล็คทริค,Isan,Nakhon Ratchasima,Phimai,15.286711,102.578241,Missed,,,,,-
S00279,มั่นคง ค้าวัสดุ,Bangkok-Metro,Samut Prakan,Bang Phli,13.601894,100.724793,Checked-in,2025-12-06 13:11:58,13.601778,100.724747,13.0,Normal
S00280,มั่นคง เบเกอรี่,Bangkok-Metro,Samut Prakan,Bang Phli,13.588903,100.70192,Missed,,,,,-
S00281,มั่นคง พานิช,Bangkok-Metro,Bangkok,Min Buri,13.83633,100.752885,Checked-in,2025-12-03 12:38:18,13.836063,100.752785,31.0,Normal
S00282,บิ๊ก เบเกอรี่,Bangkok-Metro,Samut Prakan,Bang Phli,13.6243,100.702945,Checked-in,2025-12-08 15:50:43,13.624252,100.703077,15.0,Normal
S00283,แสงทอง คาเฟ่,Isan,Ubon Ratchathani,Warin Chamrap,15.126328,104.847401,Checked-in,2025-12-08 08:44:05,15.12635,104.847637,25.0,Normal
S00284,รุ่งโรจน์ เบเกอรี่,North,Nakhon Sawan,Mueang,15.74123,100.095306,Checked-in,2025-12-06 13:12:47,15.741112,100.095292,13.0,Normal
S00285,รุ่งโรจน์ ค้าวัสดุ,East,Rayong,Mueang,12.626831,101.224309,Missed,,,,,-
S00286,รุ่งโรจน์ เทรดดิ้ง,Central & West,Ratchaburi,Mueang,13.547593,99.807105,Missed,,,,,-
S00287,ไทย โอสถ,Bangkok-Metro,Nonthaburi,Bang Yai,13.835643,100.340394,Checked-in,2025-12-02 10:34:30,13.835655,100.340542,15.0,Normal
S00288,มั่นคง พานิช,Isan,Khon Kaen,Mueang,16.408045,102.892587,Missed,,,,,-
S00289,ท็อป สโตร์,Bangkok-Metro,Pathum Thani,Lam Luk Ka,13.932595,100.724704,Checked-in,2025-12-04 08:11:52,13.932672,100.724442,29.0,Normal
S00290,มั่นคง การเกษตร,North,Nakhon Sawan,Mueang,15.683003,100.209808,Checked-in,2025-12-05 12:58:32,15.682975,100.209874,7.0,Normal
S00291,แสงทอง มาร์เก็ต,East,Chon Buri,Pattaya,13.003118,100.881025,Checked-in,2025-12-01 17:24:45,13.003293,100.880771,33.0,Normal
S00292,ไทย สโตร์,South,Phuket,Mueang,7.831879,98.456451,Missed,,,,,-
S00293,บิ๊ก คาเฟ่,East,Rayong,Pluak Daeng,13.023524,101.269317,Checked-in,2025-12-03 11:47:10,13.023793,101.269437,32.0,Normal
S00294,รุ่งโรจน์ สโตร์,East,Rayong,Pluak Daeng,12.935278,101.172358,Missed,,,,,-
S00295,เพิ่มพูน พานิช,Central & West,Prachuap Khiri Khan,Hua Hin,12.546891,100.014205,Checked-in,2025-12-05 10:31:05,12.547059,100.013915,36.0,Normal
S00296,เจริญ อิเล็คทริค,North,Lampang,Mueang,18.356375,99.50141,Checked-in,2025-12-02 12:17:41,18.356453,99.501534,15.0,Normal
S00297,ทวีทรัพย์ เบเกอรี่,North,Lampang,Mueang,18.348194,99.451829,Checked-in,2025-12-05 08:11:47,18.395617,99.490443,6664.0,Suspicious (>500m)
S00298,มั่นคง โอสถ,Isan,Nakhon Ratchasima,Mueang (Korat),15.039916,102.143335,Checked-in,2025-12-05 15:18:36,15.03969,102.143237,27.0,Normal
S00299,ไทย สโตร์,Bangkok-Metro,Bangkok,Bang Khae,13.6972,100.383137,Checked-in,2025-12-06 17:06:05,13.69726,100.382947,21.0,Normal
S00300,ท็อป การเกษตร,South,Surat Thani,Mueang,9.209649,99.344934,Missed,,,,,-
S00301,เพิ่มพูน สโตร์,East,Chon Buri,Pattaya,12.910957,100.918289,Missed,,,,,-
S00302,รุ่งโรจน์ สโตร์,Central & West,Kanchanaburi,Mueang,14.034812,99.472442,Checked-in,2025-12-06 13:13:58,14.034584,99.472282,30.0,Normal
S00303,แสงทอง เบเกอรี่,South,Surat Thani,Mueang,9.068221,99.306525,Missed,,,,,-
S00304,ไทย เทรดดิ้ง,Isan,Udon Thani,Mueang,17.414821,102.743633,Checked-in,2025-12-07 08:39:38,17.414849,102.743479,16.0,Normal
S00305,บิ๊ก มาร์เก็ต,Isan,Nakhon Ratchasima,Pak Chong,14.709927,101.363057,Checked-in,2025-12-04 15:57:51,14.709698,101.363217,30.0,Normal
S00306,โชคดี เบเกอรี่,Central & West,Saraburi,Mueang,14.595664,100.883534,Checked-in,2025-12-07 16:46:57,14.595458,100.883263,37.0,Normal
S00307,แสงทอง พานิช,Bangkok-Metro,Pathum Thani,Lam Luk Ka,13.908511,100.67365,Checked-in,2025-12-09 14:06:30,13.908808,100.673434,40.0,Normal
S00308,ไทย พานิช,Bangkok-Metro,Bangkok,Bang Khae,13.740176,100.43437,Checked-in,2025-12-09 15:13:42,13.740118,100.434204,19.0,Normal
S00309,รุ่งโรจน์ เบเกอรี่,North,Chiang Rai,Mueang,19.971604,99.869787,Checked-in,2025-12-02 11:31:59,19.971417,99.869881,23.0,Normal
S00310,ทวีทรัพย์ คาเฟ่,North,Chiang Mai,Hang Dong,18.683527,98.862305,Checked-in,2025-12-01 08:56:54,18.683807,98.86226,31.0,Normal
S00311,ไทย เทรดดิ้ง,Isan,Buriram,Mueang,15.046495,103.025983,Missed,,,,,-
S00312,ไทย อิเล็คทริค,North,Nakhon Sawan,Mueang,15.626878,100.172405,Missed,,,,,-
S00313,เจริญ คาเฟ่,Central & West,Ratchaburi,Mueang,13.606827,99.879528,Checked-in,2025-12-08 09:47:36,13.606547,99.879805,43.0,Normal
S00314,สยาม เทรดดิ้ง,Bangkok-Metro,Samut Prakan,Bang Phli,13.597724,100.693441,Checked-in,2025-12-09 11:53:11,13.597544,100.693565,24.0,Normal
